Galaxy,Regime,mond_variant,sigma_baseline,n_inner_points,inner_region_defined,perturbation_label,delta_sigma,V_bar_over_V_MOND_inner_median,notes,max_abs_delta_sigma
UGC06399,DM-dom,combined,0.053143,4,Y,both_m20,0.003849,0.5044,,0.021822
F563-1,DM-dom,g_dag,0.135478,10,Y,gdag_p10,-0.006115,0.436,,0.03011
F563-1,DM-dom,g_dag,0.135478,10,Y,gdag_m10,0.007133,0.436,,0.03011
F563-1,DM-dom,g_dag,0.135478,10,Y,gdag_p20,-0.011367,0.436,,0.03011
F563-1,DM-dom,g_dag,0.135478,10,Y,gdag_m20,0.015486,0.436,,0.03011
F563-1,DM-dom,Ydisk,0.135478,10,Y,Ydisk_p10,-0.00533,0.436,,0.03011
F563-1,DM-dom,Ydisk,0.135478,10,Y,Ydisk_m10,0.006132,0.436,,0.03011
F563-1,DM-dom,Ydisk,0.135478,10,Y,Ydisk_p20,-0.009961,0.436,,0.03011
F563-1,DM-dom,Ydisk,0.135478,10,Y,Ydisk_m20,0.013201,0.436,,0.03011
F563-1,DM-dom,combined,0.135478,10,Y,both_p10,-0.011051,0.436,,0.03011
F563-1,DM-dom,combined,0.135478,10,Y,both_m10,0.013633,0.436,,0.03011
F563-1,DM-dom,combined,0.135478,10,Y,both_p20,-0.019706,0.436,,0.03011
F563-1,DM-dom,combined,0.135478,10,Y,both_m20,0.03011,0.436,,0.03011
UGC07577,baryon-dom,g_dag,0.302955,4,Y,gdag_p10,0.009756,0.0,,0.046718
UGC07577,baryon-dom,g_dag,0.302955,4,Y,gdag_m10,-0.010749,0.0,,0.046718
UGC07577,baryon-dom,g_dag,0.302955,4,Y,gdag_p20,0.018689,0.0,,0.046718
UGC07577,baryon-dom,g_dag,0.302955,4,Y,gdag_m20,-0.022717,0.0,,0.046718
UGC07577,baryon-dom,Ydisk,0.302955,4,Y,Ydisk_p10,0.0103,0.0,,0.046718
UGC07577,baryon-dom,Ydisk,0.302955,4,Y,Ydisk_m10,-0.011395,0.0,,0.046718
UGC07577,baryon-dom,Ydisk,0.302955,4,Y,Ydisk_p20,-0.019328,0.0,,0.046718
UGC07577,baryon-dom,Ydisk,0.302955,4,Y,Ydisk_m20,-0.02416,0.0,,0.046718
UGC07577,baryon-dom,combined,0.302955,4,Y,both_p10,0.020062,0.0,,0.046718
UGC07577,baryon-dom,combined,0.302955,4,Y,both_m10,-0.022123,0.0,,0.046718
UGC07577,baryon-dom,combined,0.302955,4,Y,both_p20,-0.004803,0.0,,0.046718
UGC07577,baryon-dom,combined,0.302955,4,Y,both_m20,-0.046718,0.0,,0.046718
UGC06818,baryon-dom,g_dag,0.156758,3,Y,gdag_p10,0.008938,0.4822,,0.045497
UGC06818,baryon-dom,g_dag,0.156758,3,Y,gdag_m10,-0.00979,0.4822,,0.045497
UGC06818,baryon-dom,g_dag,0.156758,3,Y,gdag_p20,0.017161,0.4822,,0.045497
UGC06818,baryon-dom,g_dag,0.156758,3,Y,gdag_m20,-0.020612,0.4822,,0.045497
UGC06818,baryon-dom,Ydisk,0.156758,3,Y,Ydisk_p10,0.010822,0.4822,,0.045497
UGC06818,baryon-dom,Ydisk,0.156758,3,Y,Ydisk_m10,-0.011808,0.4822,,0.045497
UGC06818,baryon-dom,Ydisk,0.156758,3,Y,Ydisk_p20,0.020814,0.4822,,0.045497
UGC06818,baryon-dom,Ydisk,0.156758,3,Y,Ydisk_m20,-0.024802,0.4822,,0.045497
UGC06818,baryon-dom,combined,0.156758,3,Y,both_p10,0.019726,0.4822,,0.045497
UGC06818,baryon-dom,combined,0.156758,3,Y,both_m10,-0.021628,0.4822,,0.045497
UGC06818,baryon-dom,combined,0.156758,3,Y,both_p20,0.03784,0.4822,,0.045497
UGC06818,baryon-dom,combined,0.156758,3,Y,both_m20,-0.045497,0.4822,,0.045497
NGC0100,baryon-dom,g_dag,0.095047,11,Y,gdag_p10,0.002522,0.4896,,0.016108
NGC0100,baryon-dom,g_dag,0.095047,11,Y,gdag_m10,-0.001826,0.4896,,0.016108
NGC0100,baryon-dom,g_dag,0.095047,11,Y,gdag_p20,0.005505,0.4896,,0.016108
NGC0100,baryon-dom,g_dag,0.095047,11,Y,gdag_m20,-0.002629,0.4896,,0.016108
NGC0100,baryon-dom,Ydisk,0.095047,11,Y,Ydisk_p10,0.003538,0.4896,,0.016108
NGC0100,baryon-dom,Ydisk,0.095047,11,Y,Ydisk_m10,-0.002553,0.4896,,0.016108
NGC0100,baryon-dom,Ydisk,0.095047,11,Y,Ydisk_p20,0.007712,0.4896,,0.016108
NGC0100,baryon-dom,Ydisk,0.095047,11,Y,Ydisk_m20,-0.003637,0.4896,,0.016108
NGC0100,baryon-dom,combined,0.095047,11,Y,both_p10,0.006943,0.4896,,0.016108
NGC0100,baryon-dom,combined,0.095047,11,Y,both_m10,-0.0031,0.4896,,0.016108
NGC0100,baryon-dom,combined,0.095047,11,Y,both_p20,0.016108,0.4896,,0.016108
NGC0100,baryon-dom,combined,0.095047,11,Y,both_m20,-0.00041,0.4896,,0.016108
DDO064,baryon-dom,g_dag,0.096265,8,Y,gdag_p10,-0.000556,0.4165,,0.043772
DDO064,baryon-dom,g_dag,0.096265,8,Y,gdag_m10,0.001698,0.4165,,0.043772
DDO064,baryon-dom,g_dag,0.096265,8,Y,gdag_p20,-0.000225,0.4165,,0.043772
DDO064,baryon-dom,g_dag,0.096265,8,Y,gdag_m20,0.004855,0.4165,,0.043772
DDO064,baryon-dom,Ydisk,0.096265,8,Y,Ydisk_p10,-0.006096,0.4165,,0.043772
DDO064,baryon-dom,Ydisk,0.096265,8,Y,Ydisk_m10,0.011546,0.4165,,0.043772
DDO064,baryon-dom,Ydisk,0.096265,8,Y,Ydisk_p20,-0.008802,0.4165,,0.043772
DDO064,baryon-dom,Ydisk,0.096265,8,Y,Ydisk_m20,0.034228,0.4165,,0.043772
DDO064,baryon-dom,combined,0.096265,8,Y,both_p10,-0.005329,0.4165,,0.043772
DDO064,baryon-dom,combined,0.096265,8,Y,both_m10,0.014555,0.4165,,0.043772
DDO064,baryon-dom,combined,0.096265,8,Y,both_p20,-0.00416,0.4165,,0.043772
DDO064,baryon-dom,combined,0.096265,8,Y,both_m20,0.043772,0.4165,,0.043772
UGC07603,baryon-dom,g_dag,0.069642,6,Y,gdag_p10,-0.005004,0.5141,,0.028936
UGC07603,baryon-dom,g_dag,0.069642,6,Y,gdag_m10,0.0063,0.5141,,0.028936
UGC07603,baryon-dom,g_dag,0.069642,6,Y,gdag_p20,-0.008824,0.5141,,0.028936
UGC07603,baryon-dom,g_dag,0.069642,6,Y,gdag_m20,0.01404,0.5141,,0.028936
UGC07603,baryon-dom,Ydisk,0.069642,6,Y,Ydisk_p10,-0.00402,0.5141,,0.028936
UGC07603,baryon-dom,Ydisk,0.069642,6,Y,Ydisk_m10,0.005351,0.5141,,0.028936
UGC07603,baryon-dom,Ydisk,0.069642,6,Y,Ydisk_p20,-0.006796,0.5141,,0.028936
UGC07603,baryon-dom,Ydisk,0.069642,6,Y,Ydisk_m20,0.012125,0.5141,,0.028936
UGC07603,baryon-dom,combined,0.069642,6,Y,both_p10,-0.008022,0.5141,,0.028936
UGC07603,baryon-dom,combined,0.069642,6,Y,both_m10,0.012445,0.5141,,0.028936
UGC07603,baryon-dom,combined,0.069642,6,Y,both_p20,-0.011368,0.5141,,0.028936
UGC07603,baryon-dom,combined,0.069642,6,Y,both_m20,0.028936,0.5141,,0.028936
UGC07151,baryon-dom,g_dag,0.050049,5,Y,gdag_p10,0.00312,0.5839,,0.022164
UGC07151,baryon-dom,g_dag,0.050049,5,Y,gdag_m10,-0.001951,0.5839,,0.022164
UGC07151,baryon-dom,g_dag,0.050049,5,Y,gdag_p20,0.006942,0.5839,,0.022164
UGC07151,baryon-dom,g_dag,0.050049,5,Y,gdag_m20,-0.002126,0.5839,,0.022164
UGC07151,baryon-dom,Ydisk,0.050049,5,Y,Ydisk_p10,0.004936,0.5839,,0.022164
UGC07151,baryon-dom,Ydisk,0.050049,5,Y,Ydisk_m10,-0.002373,0.5839,,0.022164
UGC07151,baryon-dom,Ydisk,0.050049,5,Y,Ydisk_p20,0.011267,0.5839,,0.022164
UGC07151,baryon-dom,Ydisk,0.050049,5,Y,Ydisk_m20,-0.000795,0.5839,,0.022164
UGC07151,baryon-dom,combined,0.050049,5,Y,both_p10,0.009461,0.5839,,0.022164
UGC07151,baryon-dom,combined,0.050049,5,Y,both_m10,-0.001831,0.5839,,0.022164
UGC07151,baryon-dom,combined,0.050049,5,Y,both_p20,0.022164,0.5839,,0.022164
UGC07151,baryon-dom,combined,0.050049,5,Y,both_m20,0.007572,0.5839,,0.022164
NGC4088,baryon-dom,g_dag,0.067373,6,Y,gdag_p10,0.005822,0.8016,,0.039508
NGC4088,baryon-dom,g_dag,0.067373,6,Y,gdag_m10,-0.006174,0.8016,,0.039508
NGC4088,baryon-dom,g_dag,0.067373,6,Y,gdag_p20,0.01132,0.8016,,0.039508
NGC4088,baryon-dom,g_dag,0.067373,6,Y,gdag_m20,-0.012721,0.8016,,0.039508
NGC4088,baryon-dom,Ydisk,0.067373,6,Y,Ydisk_p10,0.013546,0.8016,,0.039508
NGC4088,baryon-dom,Ydisk,0.067373,6,Y,Ydisk_m10,-0.014346,0.8016,,0.039508
NGC4088,baryon-dom,Ydisk,0.067373,6,Y,Ydisk_p20,0.02626,0.8016,,0.039508
NGC4088,baryon-dom,Ydisk,0.067373,6,Y,Ydisk_m20,-0.029066,0.8016,,0.039508
NGC4088,baryon-dom,combined,0.067373,6,Y,both_p10,0.01931,0.8016,,0.039508
NGC4088,baryon-dom,combined,0.067373,6,Y,both_m10,-0.020406,0.8016,,0.039508
NGC4088,baryon-dom,combined,0.067373,6,Y,both_p20,0.037271,0.8016,,0.039508
NGC4088,baryon-dom,combined,0.067373,6,Y,both_m20,-0.039508,0.8016,,0.039508
UGC12732,baryon-dom,g_dag,0.042849,8,Y,gdag_p10,0.008758,0.5073,,0.037533
UGC12732,baryon-dom,g_dag,0.042849,8,Y,gdag_m10,-0.009512,0.5073,,0.037533
UGC12732,baryon-dom,g_dag,0.042849,8,Y,gdag_p20,0.016848,0.5073,,0.037533
UGC12732,baryon-dom,g_dag,0.042849,8,Y,gdag_m20,-0.019789,0.5073,,0.037533
UGC12732,baryon-dom,Ydisk,0.042849,8,Y,Ydisk_p10,0.010814,0.5073,,0.037533
UGC12732,baryon-dom,Ydisk,0.042849,8,Y,Ydisk_m10,-0.011683,0.5073,,0.037533
UGC12732,baryon-dom,Ydisk,0.042849,8,Y,Ydisk_p20,0.020842,0.5073,,0.037533
UGC12732,baryon-dom,Ydisk,0.042849,8,Y,Ydisk_m20,-0.024109,0.5073,,0.037533
UGC12732,baryon-dom,combined,0.042849,8,Y,both_p10,0.019541,0.5073,,0.037533
UGC12732,baryon-dom,combined,0.042849,8,Y,both_m10,-0.021059,0.5073,,0.037533
UGC12732,baryon-dom,combined,0.042849,8,Y,both_p20,0.037533,0.5073,,0.037533
UGC12732,baryon-dom,combined,0.042849,8,Y,both_m20,-0.034298,0.5073,,0.037533
UGC07089,baryon-dom,g_dag,0.099211,5,Y,gdag_p10,0.008913,0.4862,,0.042009
UGC07089,baryon-dom,g_dag,0.099211,5,Y,gdag_m10,-0.009746,0.4862,,0.042009
UGC07089,baryon-dom,g_dag,0.099211,5,Y,gdag_p20,0.017121,0.4862,,0.042009
UGC07089,baryon-dom,g_dag,0.099211,5,Y,gdag_m20,-0.020488,0.4862,,0.042009
UGC07089,baryon-dom,Ydisk,0.099211,5,Y,Ydisk_p10,0.009633,0.4862,,0.042009
UGC07089,baryon-dom,Ydisk,0.099211,5,Y,Ydisk_m10,-0.010391,0.4862,,0.042009
UGC07089,baryon-dom,Ydisk,0.099211,5,Y,Ydisk_p20,0.018611,0.4862,,0.042009
UGC07089,baryon-dom,Ydisk,0.099211,5,Y,Ydisk_m20,-0.021663,0.4862,,0.042009
UGC07089,baryon-dom,combined,0.099211,5,Y,both_p10,0.018524,0.4862,,0.042009
UGC07089,baryon-dom,combined,0.099211,5,Y,both_m10,-0.020138,0.4862,,0.042009
UGC07089,baryon-dom,combined,0.099211,5,Y,both_p20,0.035634,0.4862,,0.042009
UGC07089,baryon-dom,combined,0.099211,5,Y,both_m20,-0.042009,0.4862,,0.042009
UGC12632,baryon-dom,g_dag,0.063121,7,Y,gdag_p10,0.008515,0.5001,,0.0387
UGC12632,baryon-dom,g_dag,0.063121,7,Y,gdag_m10,-0.009154,0.5001,,0.0387
UGC12632,baryon-dom,g_dag,0.063121,7,Y,gdag_p20,0.016436,0.5001,,0.0387
UGC12632,baryon-dom,g_dag,0.063121,7,Y,gdag_m20,-0.018922,0.5001,,0.0387
UGC12632,baryon-dom,Ydisk,0.063121,7,Y,Ydisk_p10,0.010247,0.5001,,0.0387
UGC12632,baryon-dom,Ydisk,0.063121,7,Y,Ydisk_m10,-0.011015,0.5001,,0.0387
UGC12632,baryon-dom,Ydisk,0.063121,7,Y,Ydisk_p20,0.019795,0.5001,,0.0387
UGC12632,baryon-dom,Ydisk,0.063121,7,Y,Ydisk_m20,-0.022798,0.5001,,0.0387
UGC12632,baryon-dom,combined,0.063121,7,Y,both_p10,0.018808,0.5001,,0.0387
UGC12632,baryon-dom,combined,0.063121,7,Y,both_m10,-0.019922,0.5001,,0.0387
UGC12632,baryon-dom,combined,0.063121,7,Y,both_p20,0.036304,0.5001,,0.0387
UGC12632,baryon-dom,combined,0.063121,7,Y,both_m20,-0.0387,0.5001,,0.0387
NGC4214,baryon-dom,g_dag,0.121771,7,Y,gdag_p10,-0.006065,0.6605,,0.038131
NGC4214,baryon-dom,g_dag,0.121771,7,Y,gdag_m10,0.006796,0.6605,,0.038131
NGC4214,baryon-dom,g_dag,0.121771,7,Y,gdag_p20,-0.011497,0.6605,,0.038131
NGC4214,baryon-dom,g_dag,0.121771,7,Y,gdag_m20,0.014455,0.6605,,0.038131
NGC4214,baryon-dom,Ydisk,0.121771,7,Y,Ydisk_p10,-0.009474,0.6605,,0.038131
NGC4214,baryon-dom,Ydisk,0.121771,7,Y,Ydisk_m10,0.010582,0.6605,,0.038131
NGC4214,baryon-dom,Ydisk,0.121771,7,Y,Ydisk_p20,-0.017949,0.6605,,0.038131
NGC4214,baryon-dom,Ydisk,0.121771,7,Y,Ydisk_m20,0.022425,0.6605,,0.038131
NGC4214,baryon-dom,combined,0.121771,7,Y,both_p10,-0.015188,0.6605,,0.038131
NGC4214,baryon-dom,combined,0.121771,7,Y,both_m10,0.017698,0.6605,,0.038131
NGC4214,baryon-dom,combined,0.121771,7,Y,both_p20,-0.027949,0.6605,,0.038131
NGC4214,baryon-dom,combined,0.121771,7,Y,both_m20,0.038131,0.6605,,0.038131
UGC02916,balanced,g_dag,0.08817,36,Y,gdag_p10,0.003663,0.8758,,0.015364
UGC02916,balanced,g_dag,0.08817,36,Y,gdag_m10,-0.003788,0.8758,,0.015364
UGC02916,balanced,g_dag,0.08817,36,Y,gdag_p20,0.007201,0.8758,,0.015364
UGC02916,balanced,g_dag,0.08817,36,Y,gdag_m20,-0.007692,0.8758,,0.015364
UGC02916,balanced,Ydisk,0.08817,36,Y,Ydisk_p10,0.004032,0.8758,,0.015364
UGC02916,balanced,Ydisk,0.08817,36,Y,Ydisk_m10,-0.004047,0.8758,,0.015364
UGC02916,balanced,Ydisk,0.08817,36,Y,Ydisk_p20,0.008032,0.8758,,0.015364
UGC02916,balanced,Ydisk,0.08817,36,Y,Ydisk_m20,-0.008084,0.8758,,0.015364
UGC02916,balanced,combined,0.08817,36,Y,both_p10,0.007732,0.8758,,0.015364
UGC02916,balanced,combined,0.08817,36,Y,both_m10,-0.007761,0.8758,,0.015364
UGC02916,balanced,combined,0.08817,36,Y,both_p20,0.015334,0.8758,,0.015364
UGC02916,balanced,combined,0.08817,36,Y,both_m20,-0.015364,0.8758,,0.015364
UGC11914,balanced,g_dag,0.151942,42,Y,gdag_p10,-0.00315,0.9354,,0.016168
UGC11914,balanced,g_dag,0.151942,42,Y,gdag_m10,0.003279,0.9354,,0.016168
UGC11914,balanced,g_dag,0.151942,42,Y,gdag_p20,-0.00618,0.9354,,0.016168
UGC11914,balanced,g_dag,0.151942,42,Y,gdag_m20,0.006693,0.9354,,0.016168
UGC11914,balanced,Ydisk,0.151942,42,Y,Ydisk_p10,-0.004351,0.9354,,0.016168
UGC11914,balanced,Ydisk,0.151942,42,Y,Ydisk_m10,0.0045,0.9354,,0.016168
UGC11914,balanced,Ydisk,0.151942,42,Y,Ydisk_p20,-0.008561,0.9354,,0.016168
UGC11914,balanced,Ydisk,0.151942,42,Y,Ydisk_m20,0.009159,0.9354,,0.016168
UGC11914,balanced,combined,0.151942,42,Y,both_p10,-0.007435,0.9354,,0.016168
UGC11914,balanced,combined,0.151942,42,Y,both_m10,0.007852,0.9354,,0.016168
UGC11914,balanced,combined,0.151942,42,Y,both_p20,-0.014491,0.9354,,0.016168
UGC11914,balanced,combined,0.151942,42,Y,both_m20,0.016168,0.9354,,0.016168
F583-1,balanced,g_dag,0.12627,22,Y,gdag_p10,0.003274,0.4213,,0.017761
F583-1,balanced,g_dag,0.12627,22,Y,gdag_m10,-0.002874,0.4213,,0.017761
F583-1,balanced,g_dag,0.12627,22,Y,gdag_p20,0.006789,0.4213,,0.017761
F583-1,balanced,g_dag,0.12627,22,Y,gdag_m20,-0.005111,0.4213,,0.017761
F583-1,balanced,Ydisk,0.12627,22,Y,Ydisk_p10,0.004353,0.4213,,0.017761
F583-1,balanced,Ydisk,0.12627,22,Y,Ydisk_m10,-0.003905,0.4213,,0.017761
F583-1,balanced,Ydisk,0.12627,22,Y,Ydisk_p20,0.008958,0.4213,,0.017761
F583-1,balanced,Ydisk,0.12627,22,Y,Ydisk_m20,-0.007064,0.4213,,0.017761
F583-1,balanced,combined,0.12627,22,Y,both_p10,0.008233,0.4213,,0.017761
F583-1,balanced,combined,0.12627,22,Y,both_m10,-0.005895,0.4213,,0.017761
F583-1,balanced,combined,0.12627,22,Y,both_p20,0.017761,0.4213,,0.017761
F583-1,balanced,combined,0.12627,22,Y,both_m20,-0.007946,0.4213,,0.017761
UGC06917,balanced,g_dag,0.029798,4,Y,gdag_p10,0.000376,0.5865,,0.027622
UGC06917,balanced,g_dag,0.029798,4,Y,gdag_m10,0.002167,0.5865,,0.027622
UGC06917,balanced,g_dag,0.029798,4,Y,gdag_p20,0.002668,0.5865,,0.027622
UGC06917,balanced,g_dag,0.029798,4,Y,gdag_m20,0.007096,0.5865,,0.027622
UGC06917,balanced,Ydisk,0.029798,4,Y,Ydisk_p10,0.00212,0.5865,,0.027622
UGC06917,balanced,Ydisk,0.029798,4,Y,Ydisk_m10,0.003117,0.5865,,0.027622
UGC06917,balanced,Ydisk,0.029798,4,Y,Ydisk_p20,0.007631,0.5865,,0.027622
UGC06917,balanced,Ydisk,0.029798,4,Y,Ydisk_m20,0.011568,0.5865,,0.027622
UGC06917,balanced,combined,0.029798,4,Y,both_p10,0.005403,0.5865,,0.027622
UGC06917,balanced,combined,0.029798,4,Y,both_m10,0.008451,0.5865,,0.027622
UGC06917,balanced,combined,0.029798,4,Y,both_p20,0.01801,0.5865,,0.027622
UGC06917,balanced,combined,0.029798,4,Y,both_m20,0.027622,0.5865,,0.027622
UGC08550,balanced,g_dag,0.023483,5,Y,gdag_p10,0.006042,0.5456,,0.030321
UGC08550,balanced,g_dag,0.023483,5,Y,gdag_m10,-0.004098,0.5456,,0.030321
UGC08550,balanced,g_dag,0.023483,5,Y,gdag_p20,0.01259,0.5456,,0.030321
UGC08550,balanced,g_dag,0.023483,5,Y,gdag_m20,-0.003609,0.5456,,0.030321
UGC08550,balanced,Ydisk,0.023483,5,Y,Ydisk_p10,0.007193,0.5456,,0.030321
UGC08550,balanced,Ydisk,0.023483,5,Y,Ydisk_m10,-0.004071,0.5456,,0.030321
UGC08550,balanced,Ydisk,0.023483,5,Y,Ydisk_p20,0.015226,0.5456,,0.030321
UGC08550,balanced,Ydisk,0.023483,5,Y,Ydisk_m20,-0.001521,0.5456,,0.030321
UGC08550,balanced,combined,0.023483,5,Y,both_p10,0.014441,0.5456,,0.030321
UGC08550,balanced,combined,0.023483,5,Y,both_m10,-0.00305,0.5456,,0.030321
UGC08550,balanced,combined,0.023483,5,Y,both_p20,0.030321,0.5456,,0.030321
UGC08550,balanced,combined,0.023483,5,Y,both_m20,0.012514,0.5456,,0.030321
UGC06930,balanced,g_dag,0.042834,4,Y,gdag_p10,0.004727,0.5739,,0.027596
UGC06930,balanced,g_dag,0.042834,4,Y,gdag_m10,-0.00373,0.5739,,0.027596
UGC06930,balanced,g_dag,0.042834,4,Y,gdag_p20,0.009899,0.5739,,0.027596
UGC06930,balanced,g_dag,0.042834,4,Y,gdag_m20,-0.005584,0.5739,,0.027596
UGC06930,balanced,Ydisk,0.042834,4,Y,Ydisk_p10,0.007143,0.5739,,0.027596
UGC06930,balanced,Ydisk,0.042834,4,Y,Ydisk_m10,-0.005237,0.5739,,0.027596
UGC06930,balanced,Ydisk,0.042834,4,Y,Ydisk_p20,0.01501,0.5739,,0.027596
UGC06930,balanced,Ydisk,0.042834,4,Y,Ydisk_m20,-0.00659,0.5739,,0.027596
UGC06930,balanced,combined,0.042834,4,Y,both_p10,0.012921,0.5739,,0.027596
UGC06930,balanced,combined,0.042834,4,Y,both_m10,-0.006301,0.5739,,0.027596
UGC06930,balanced,combined,0.042834,4,Y,both_p20,0.027596,0.5739,,0.027596
UGC06930,balanced,combined,0.042834,4,Y,both_m20,0.000634,0.5739,,0.027596
DDO170,balanced,g_dag,0.124902,3,Y,gdag_p10,0.008875,0.4328,,0.035868
DDO170,balanced,g_dag,0.124902,3,Y,gdag_m10,-0.009675,0.4328,,0.035868
DDO170,balanced,g_dag,0.124902,3,Y,gdag_p20,0.017066,0.4328,,0.035868
DDO170,balanced,g_dag,0.124902,3,Y,gdag_m20,-0.020291,0.4328,,0.035868
DDO170,balanced,Ydisk,0.124902,3,Y,Ydisk_p10,0.007043,0.4328,,0.035868
DDO170,balanced,Ydisk,0.124902,3,Y,Ydisk_m10,-0.007505,0.4328,,0.035868
DDO170,balanced,Ydisk,0.124902,3,Y,Ydisk_p20,0.013681,0.4328,,0.035868
DDO170,balanced,Ydisk,0.124902,3,Y,Ydisk_m20,-0.015545,0.4328,,0.035868
DDO170,balanced,combined,0.124902,3,Y,both_p10,0.015899,0.4328,,0.035868
DDO170,balanced,combined,0.124902,3,Y,both_m10,-0.017195,0.4328,,0.035868
DDO170,balanced,combined,0.124902,3,Y,both_p20,0.030674,0.4328,,0.035868
DDO170,balanced,combined,0.124902,3,Y,both_m20,-0.035868,0.4328,,0.035868
F568-3,balanced,g_dag,0.10649,12,Y,gdag_p10,0.000558,0.4526,,0.009043
F568-3,balanced,g_dag,0.10649,12,Y,gdag_m10,0.000309,0.4526,,0.009043
F568-3,balanced,g_dag,0.10649,12,Y,gdag_p20,0.001764,0.4526,,0.009043
F568-3,balanced,g_dag,0.10649,12,Y,gdag_m20,0.001773,0.4526,,0.009043
F568-3,balanced,Ydisk,0.10649,12,Y,Ydisk_p10,0.00083,0.4526,,0.009043
F568-3,balanced,Ydisk,0.10649,12,Y,Ydisk_m10,0.000377,0.4526,,0.009043
F568-3,balanced,Ydisk,0.10649,12,Y,Ydisk_p20,0.002563,0.4526,,0.009043
F568-3,balanced,Ydisk,0.10649,12,Y,Ydisk_m20,0.002346,0.4526,,0.009043
F568-3,balanced,combined,0.10649,12,Y,both_p10,0.00232,0.4526,,0.009043
F568-3,balanced,combined,0.10649,12,Y,both_m10,0.001842,0.4526,,0.009043
F568-3,balanced,combined,0.10649,12,Y,both_p20,0.007576,0.4526,,0.009043
F568-3,balanced,combined,0.10649,12,Y,both_m20,0.009043,0.4526,,0.009043
NGC4183,balanced,g_dag,0.048347,12,Y,gdag_p10,0.007287,0.6089,,0.033759
NGC4183,balanced,g_dag,0.048347,12,Y,gdag_m10,-0.007592,0.6089,,0.033759
NGC4183,balanced,g_dag,0.048347,12,Y,gdag_p20,0.014197,0.6089,,0.033759
NGC4183,balanced,g_dag,0.048347,12,Y,gdag_m20,-0.015215,0.6089,,0.033759
NGC4183,balanced,Ydisk,0.048347,12,Y,Ydisk_p10,0.009644,0.6089,,0.033759
NGC4183,balanced,Ydisk,0.048347,12,Y,Ydisk_m10,-0.00943,0.6089,,0.033759
NGC4183,balanced,Ydisk,0.048347,12,Y,Ydisk_p20,0.019058,0.6089,,0.033759
NGC4183,balanced,Ydisk,0.048347,12,Y,Ydisk_m20,-0.017353,0.6089,,0.033759
NGC4183,balanced,combined,0.048347,12,Y,both_p10,0.017165,0.6089,,0.033759
NGC4183,balanced,combined,0.048347,12,Y,both_m10,-0.015959,0.6089,,0.033759
NGC4183,balanced,combined,0.048347,12,Y,both_p20,0.033759,0.6089,,0.033759
NGC4183,balanced,combined,0.048347,12,Y,both_m20,-0.022447,0.6089,,0.033759
NGC1090,balanced,g_dag,0.147035,12,Y,gdag_p10,0.004752,0.7649,,0.033231
NGC1090,balanced,g_dag,0.147035,12,Y,gdag_m10,-0.004949,0.7649,,0.033231
NGC1090,balanced,g_dag,0.147035,12,Y,gdag_p20,0.009312,0.7649,,0.033231
NGC1090,balanced,g_dag,0.147035,12,Y,gdag_m20,-0.01009,0.7649,,0.033231
NGC1090,balanced,Ydisk,0.147035,12,Y,Ydisk_p10,0.011638,0.7649,,0.033231
NGC1090,balanced,Ydisk,0.147035,12,Y,Ydisk_m10,-0.012114,0.7649,,0.033231
NGC1090,balanced,Ydisk,0.147035,12,Y,Ydisk_p20,0.02275,0.7649,,0.033231
NGC1090,balanced,Ydisk,0.147035,12,Y,Ydisk_m20,-0.024539,0.7649,,0.033231
NGC1090,balanced,combined,0.147035,12,Y,both_p10,0.016474,0.7649,,0.033231
NGC1090,balanced,combined,0.147035,12,Y,both_m10,-0.016845,0.7649,,0.033231
NGC1090,balanced,combined,0.147035,12,Y,both_p20,0.032259,0.7649,,0.033231
NGC1090,balanced,combined,0.147035,12,Y,both_m20,-0.033231,0.7649,,0.033231
UGCA444,balanced,g_dag,0.075372,17,Y,gdag_p10,0.005622,0.4164,,0.011382
UGCA444,balanced,g_dag,0.075372,17,Y,gdag_m10,-0.005193,0.4164,,0.011382
UGCA444,balanced,g_dag,0.075372,17,Y,gdag_p20,0.011382,0.4164,,0.011382
UGCA444,balanced,g_dag,0.075372,17,Y,gdag_m20,-0.009453,0.4164,,0.011382
UGCA444,balanced,Ydisk,0.075372,17,Y,Ydisk_p10,-0.001,0.4164,,0.011382
UGCA444,balanced,Ydisk,0.075372,17,Y,Ydisk_m10,0.001436,0.4164,,0.011382
UGCA444,balanced,Ydisk,0.075372,17,Y,Ydisk_p20,-0.001648,0.4164,,0.011382
UGCA444,balanced,Ydisk,0.075372,17,Y,Ydisk_m20,0.003426,0.4164,,0.011382
UGCA444,balanced,combined,0.075372,17,Y,both_p10,0.005012,0.4164,,0.011382
UGCA444,balanced,combined,0.075372,17,Y,both_m10,-0.003229,0.4164,,0.011382
UGCA444,balanced,combined,0.075372,17,Y,both_p20,0.011059,0.4164,,0.011382
UGCA444,balanced,combined,0.075372,17,Y,both_m20,-0.003655,0.4164,,0.011382
F565-V2,DM-dom,g_dag,0.063105,3,Y,gdag_p10,0.00309,0.3935,,0.015149
F565-V2,DM-dom,g_dag,0.063105,3,Y,gdag_m10,-0.001841,0.3935,,0.015149
F565-V2,DM-dom,g_dag,0.063105,3,Y,gdag_p20,0.006952,0.3935,,0.015149
F565-V2,DM-dom,g_dag,0.063105,3,Y,gdag_m20,-0.0018,0.3935,,0.015149
